2090,2090,2090,2220,2090,2220,2142,2090,2090,2090,2220,2090,2090,2220,2109.5,2220,2090,2090,2090,2220,2090,2220,2220,2090,2090,2090,2090,2220,2220,2090,2090,2090,2090,2090,2090,2090,2220,2090,2090,2090,2090,2215,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2158.75,2090,2220,2220,2090,2090,2030,2030,2030,2030,2030,2090,2220,2220,2220,2090,2090,2090,2090,2090,2090,2090,2090,2350,2350,2350,1760,1580,1610,1610,2210,2210,2210,1870
2090,2090,2142,2220,2109.5,2220,2103,2090,2090,2220,2220,2090,2090,2090,2220,2090,2090,2090,2090,2090,2090,2220,2090,2090,2090,2090,2090,2090,2090,2090,2090,2220,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2220,2220,2220,2090,2090,2090,2090,2090,2090,2090,2030,2030,2000,2000,1850,1730,1730,1500,1500,1500,1730,1730,1850
2090,2090,2090,2090,2220,2220,2135.5,2090,2090,2220,2090,2090,2090,2090,2090,2090,2129,2090,2220,2096.5,2220,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2181,2129,2090,2090,2090,2090,2090,2133.75,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2040,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2260,2248,2260,2090,2090,2090,2090,2090,2090,2090,2030,2010,1760,1760,1760,1620,1610,1620,1760,1760,1880,1880,2030,2116
2090,2220,2090,2116,2220,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2142,2090,2090,2220,2090,2129,2090,2090,2090,2090,2090,2090,2090,2207,2090,2090,2090,2090,2090,2090,2090,2090,2115,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2220,2220,2220,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2220,2220,2010,2000,1850,1760,1760,1880,1760,1980,2090,2350
2260,2260,2260,2260,2260,2260,2260,2260,2260,2260,2260,2260,2260,2260,2260,2260,2400,2260,2260,2260,2260,2260,2260,2260,2260,2260,2260,2260,2260,2260,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2220,2400,2450,2450,2450,2450,2450,2450,2450,2450,2350,2450,2450,2450,2450,2450,2450,2450,2450,2450,2450,2450,2360,2450,2450,2450,2430,2300,2300,2450,2450,2610,2450,2610,2610,2580
2090,2122.5,2155,2090,2090,2090,2090,2090,2220,2090,2090,2090,2135.5,2122.5,2090,2090,2096.5,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2220,2090,2181,2090,2174.5,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2146.25,2090,2090,2090,2090,2090,2090,2090,2116,2090,2090,2090,2196.25,2090,2090,2090,2090,2260,2260,2260,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2210,2090,2090,2090,2220,2370,2610
2090,2220,2090,2090,2090,2090,2090,2090,2220,2090,2090,2220,2090,2090,2090,2090,2090,2090,2090,2194,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2161.5,2090,2090,2090,2140,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2215,2090,2090,2090,2220,2220,2220,2260,2090,2090,2090,2090,2090,2090,2090,2030,2010,1760,1760,1760,1760,1760,1760,1880,1880,2030,2030,2030,2380,2370,2400,2400,2400
2090,2090,2220,2148.5,2122.5,2220,2142,2090,2220,2090,2220,2220,2090,2090,2220,2220,2220,2220,2220,2122.5,2148.5,2116,2090,2090,2090,2220,2090,2090,2090,2220,2177.5,2090,2090,2215,2090,2090,2090,2133.75,2090,2090,2090,2090,2090,2090,2090,2090,2087.5,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2220,2220,2220,2220,2090,2090,2090,2090,2090,2090,2030,2030,2030,1760,1760,1760,1760,1530,1400,1400,1590,1760,1760,1760,1760,1912.5,2370,2220,2050,2050
2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2220,2260,2260,2260,2260,2430,2430,2430,2430,2430,2430,2430,2430,2090,2116,2090,2090,2090,2090,2090,2090,2090,2090,2090,2450,2450,2450,2450,2350,2350,2450,2350,2380,2430,2450,2450,2450,2450,2450,2220,2220,2220,2220,2450,2450,2350,2350,2350,2346,2350,2350,2430,2450,2450,2450,2090,2350,2450,2090,2090,2090,2310,2220,2420,2420,2090,2220,2220,2220,2400,2220,2400,2400,2400,2400
2090,2090,2090,2220,2220,2116,2090,2090,2103,2090,2090,2090,2220,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2260,2220,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2220,2220,2220,2220,2220,2220,2220,2220,2220,2220,2260,2260,2350,2350,2350,2030,2030,2030,2260,2270,2260,2260,2340,2430,2430,2400,2400,2400,2400,2400,2400,2400,2400
2260,2260,2260,2260,2260,2260,2400,2400,2260,2351,2430,2320,2320,2430,2430,2430,2430,2430,2430,2430,2430,2430,2430,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2450,2450,2450,2450,2350,2350,2450,2350,2400,2440,2450,2450,2450,2450,2450,2450,2450,2450,2450,2450,2450,2450,2450,2450,2450,2450,2450,2450,2450,2450,2450,2450,2350,2350,2450,2450,2450,2450,2450,2610,2610,2610,2610,2610,2445,2400,2142,2610,2602,2400,2400,2610,2610
2090,2142,2122.5,2090,2090,2090,2090,2090,2090,2090,2220,2220,2220,2194,2090,2122.5,2090,2090,2090,2090,2220,2148.5,2207,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2212,2090,2220,2220,2220,2350,2350,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2030,2030,2030,2030,2206.5,2340,2140,2030,2130,2030,2030,2090,2220,2220,2400,2400,2400,2140,2210,2220
2090,2090,2090,2090,2213.5,2116,2090,2090,2090,2129,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2207,2090,2090,2090,2090,2090,2090,2215,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2220,2220,2220,2220,2350,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2220,2030,2030,2030,2030,2030,2030,2030,2030,2050,2050,2050,2050,2050,2050,2050,2000,2000,2050,2140
2220,2220,2090,2090,2103,2090,2220,2220,2174.5,2220,2220,2090,2109.5,2090,2220,2090,2090,2090,2090,2090,2135.5,2090,2116,2090,2090,2090,2090,2215,2090,2215,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2210,2090,2220,2220,2220,2350,2350,2090,2090,2090,2090,2090,2090,2090,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2000,2000,2000,2050,2050,2050,2000,2000,2000,2000,2000,2000
2109.5,2220,2129,2090,2135.5,2090,2155,2220,2220,2090,2109.5,2220,2116,2090,2090,2220,2090,2122.5,2090,2109.5,2090,2090,2090,2102.5,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2220,2220,2220,2350,2350,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2030,2030,2030,2090,2030,2030,2030,2030,2030,2030,2000,2000,2000,2000,2000,2000,1730,1730,1730,1805,2000,1850,2000,2000,2080
2090,2090,2090,2090,2260,2400,2260,2260,2274,2260,2260,2365,2260,2260,2260,2260,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2062.5,2090,2281,2430,2430,2420,2400,2430,2450,2450,2450,2450,2450,2450,2450,2450,2450,2450,2436,2450,2450,2450,2450,2450,2350,2450,2430,2450,2400,2430,2213.5,2430,2430,2430,2430,2430,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2600
2220,2090,2148.5,2090,2220,2090,2090,2090,2090,2090,2220,2090,2090,2090,2090,2220,2090,2109.5,2090,2090,2215,2215,2165,2171.25,2090,2090,2090,2090,2154,2215,2090,2090,2090,2090,2052.5,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2210,2090,2090,2030,2030,2030,2161,2210,2174,2210,2210,2340,2260,2340,2400,2400,2400,2400,2400,2220,2090,2090,2220,2400,2260,2400,2400,2370,2400,2400
2090,2090,2148.5,2220,2090,2148.5,2090,2220,2090,2155,2090,2090,2090,2194,2096.5,2090,2220,2090,2090,2133.75,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2215,2215,2090,2090,2220,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2050,2050,2050,2050,2050,2050,2000,1850,1850,1880,1880,1950,1920,1880,2050,2050,2050,2220
2220,2135.5,2148.5,2220,2220,2220,2220,2090,2090,2090,2220,2135.5,2090,2220,2122.5,2220,2090,2090,2090,2127.5,2090,2090,2090,2090,2090,2090,2090,2215,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2168,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2210,2090,2090,2090,2030,2030,2030,2030,2030,2030,2030,2030,2030,1850,2030,2030,2030,2000,2000,2000,2000,2000,2000,1610,1510.5,1500,1500,1610,1730,1730,1730,1730,2210,2210,2210,2050
2148.5,2220,2220,2220,2220,2220,2220,2090,2090,2116,2220,2090,2090,2090,2168,2090,2208.75,2183.75,2215,2090,2090,2090,2090,2090,2090,2090,2090,2090,2215,2090,2090,2090,2090,2090,2090,2220,2210.25,2090,2210.5,2133.75,2096.25,1842.5,1760,1760,1760,1760,1760,1760,1840,1776,1824,1760,1760,1760,1760,1760,1760,1760,1880,1760,1760,1760,1760,1760,1610,1760,1760,1702,1730,1730,1730,1730,1730,1530,1500,1500,1610,1730,1730,1730,1730,1850,1850,1894,1850,1850,1980
2090,2220,2220,2194,2148.5,2220,2161.5,2090,2090,2220,2220,2090,2129,2220,2090,2215,2215,2090,2090,2090,2133.75,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2152.5,2090,2090,1760,1760,1760,1760,1760,1760,1760,1760,1760,1760,1760,1760,1620,1620,1620,1620,1410,1410,1410,1610,1610,1580,1597,1610,1610,1530,1500,1500,1500,1500,1730,1730,1500,1590,1610,1610,1610,1610,1730,1730,1730,1730,1730,2000,1760,1850,1870
2220,2129,2220,2090,2220,2220,2090,2090,2090,2090,2220,2090,2109.5,2108.75,2090,2108.75,2121.25,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2158.75,2090,2215,2090,2090,1760,1760,1760,1760,1760,1760,1760,1760,1760,1760,1840,1760,1620,1530,1540,1530,1410,1410,1400,1400,1400,1400,1530,1530,1530,1530,1500,1500,1500,1500,1730,1730,1530,1730,1730,1730,1730,1730,1730,1730,2000,1760,2000,2030,2050,2000,1870,2080
2090,2090,2090,2090,2090,2090,2090,2090,2135.5,2090,2090,2090,2090,2090,2090,2090,2090,2127.5,2090,2090,2090,2090,2215,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,1760,1760,1760,1760,1760,1760,1832,1840,1760,1760,1760,1760,1620,1530,1530,1530,1410,1410,1410,1410,1410,1570,1570,1570,1570,1760,1730,1730,1730,1730,1960,1850,2400,2000,2000,2032.5,2140,2030,2140,2140,2140,2140,2140,2140,2140,2130,2030,2370,2370
2220,2168,2090,2090,2090,2220,2220,2090,2090,2103,2220,2090,2215,2215,2090,2090,2196.25,2177.5,2215,2215,2215,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2135.5,2090,2215,2215,2090,2090,1832,1760,1760,1760,1760,1760,1842.5,1760,1760,1760,1820,1760,1620,1540,1530,1530,1410,1410,1400,1400,1400,1400,1400,1400,1400,1530,1500,1500,1500,1500,1500,1400,1400,1500,1730,1730,1850,1850,2030,2140,2140,2030,1980,1980,1980,2030,2000,1980,1870,1870
2090,2220,2220,2090,2109.5,2109.5,2155,2090,2090,2220,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2215,2090,2090,2090,2045,2090,2090,2090,2090,2090,2215,2215,2090,2211.5,1840,1760,1760,1760,1760,1840,1812,1760,1760,1760,1760,1760,1620,1530,1530,1530,1410,1410,1400,1400,1400,1400,1400,1400,1400,1530,1500,1500,1500,1500,1500,1400,1210,1210,1210,1400,1610,1280,1610,1610,1610,1400,1730,1730,1730,1500,1500,1610,2000,2000,2030
2161.5,2220,2220,2090,2129,2220,2220,2220,2220,2215,2215,2215,2215,2090,2215,2090,2215,2090,2090,2090,2090,2215,2090,2215,2140,2171.25,2090,2220,2155,2090,2090,2090,1880,1880,1880,1840,1760,1760,1760,1760,1840,1770,1840,1840,1768,1840,1840,1620,1580,1552,1530,1410,1410,1400,1400,1400,1400,1400,1400,1400,1400,1400,1500,1500,1500,1500,1400,1210,1210,1210,1270,1400,1400,1400,1400,1400,1270,1400,1730,1410,1730,1850,1850,1730,1730,2350,1850
2220,2220,2090,2135.5,2090,2220,2135.5,2220,2215,2152.5,2115,2121.25,2140,2215,2215,2090,2096.25,2090,2215,2215,2215,2090,2090,2127.5,2090,2220,2220,2220,2142,2215,2215,1880,1880,1880,1841,1770,1760,1760,1769,1764,1850,1840,1760,1770,1770,1840,1620,1580,1530,1535,1410,1410,1400,1400,1400,1400,1400,1400,1400,1400,1400,1500,1500,1500,1500,1410,1210,1210,1210,1210,1210,1210,1210,1210,1400,1500,1590,1730,1730,1730,1730,1730,1730,1730,1730,1850,1760
2090,2090,2220,2220,2220,2220,2220,2215,2090,2215,2090,2177.5,2215,2215,2177.5,2090,2215,2090,2215,2215,2215,2090,2215,2090,2090,2090,2220,2155,2090,2117.25,1880,1880,1880,1801.5,1770,1791,1770,1760,1770,1848.5,1833,1761,1760,1770,1760,1620,1535,1532,1539.5,1410,1410,1400,1400,1400,1400,1400,1400,1400,1530,1500,1500,1500,1500,1500,1400,1210,1210,1210,1210,1210,1210,1210,1210,1270,1280,1500,1500,1500,1500,1500,1500,1590,1730,1730,1590,1730,1850
2090,2090,2181,2220,2220,2220,2215,2115,2215,2133.75,2215,2215,2215,2215,2215,2215,2115,2215,2215,2090,2090,2090,2090,2220,2090,2220,2181,2215,2180.5,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1540,1539,1540,1410,1410,1400,1400,1400,1400,1400,1400,1400,1400,1400,1500,1500,1500,1500,1410,1210,1210,1210,1210,1210,1400,1400,1495,1500,1500,1500,1280,1210,1500,1500,1500,1590,1500,1500,1620,1610,1730,1730
2220,2220,2220,2220,2220,2215,2215,2115,2146.25,2215,2215,2133.75,2215,2215,2215,2215,2215,2215,2215,2215,2215,2096.25,2220,2090,2220,2220,2215,2215,1880,1880,1880,1840,1770,1770,1770,1770,1770,1840,1770,1770,1833,1840,1770,1620,1540,1540,1540,1410,1410,1410,1410,1410,1410,1410,1410,1540,1540,1590,1830,1830,1830,1830,1400,1400,1415,1437.5,1280,1346,1588,1730,1400,1400,1590,1730,1730,1850,1960,2050,2050,1960,1960,1960,2050,2170,1960,1730,1790
2220,2220,2220,2220,2215,2215,2215,2215,2215,2215,2215,2215,2215,2215,2215,2215,2215,2215,2215,2215,2215,2220,2220,2220,2220,2215,2215,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1240,1240,1240,1240,1240,1240,1240,1244.5,1270,1270,1270,1270,1400,1400,1400,1400,1400,1400,1400,1210,1210,1210,1210,1210,1270,1400,1400,1352,1500,1500,1500,1280,1500,1500,1500,1400,1400,1500,1500,1610,1870,1540,1270,1210
1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1410,1410,1410,1410,1410,1410,1410,1410,1410,1410,1410,1410,1410,1410,1410,1410,1200,1270,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1280,1400,1400,1400,1280,1400,1400,1400,1470,1200,1160,1160
1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1410,1410,1410,1410,1410,1410,1410,1410,1410,1410,1410,1410,1410,1410,1410,1410,1270,1200,1252.5,1210.5,1200,1200,1200,1270,1200,1270,1200,1200,1200,1200,1200,1270,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1240,1240,1190,1190,1190,1190,1190,1270,1400,1190,1160,1160,1160
1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1410,1410,1410,1410,1410,1410,1410,1410,1410,1410,1410,1410,1410,1410,1410,1410,1200,1200,1245.5,1270,1252.5,1200,1200,1200,1252.5,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1400,1400,1400,1400,1400,1400,1400,1270,1270,1270,1200,1190,1270,1190,1270,1200,1190,1190,1200
1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1410,1410,1410,1410,1410,1410,1410,1410,1410,1410,1410,1410,1410,1410,1410,1410,1266.5,1270,1200,1200,1200,1200,1200,1200,1256,1200,1200,1200,1200,1200,1200,1270,1270,1270,1270,1200,1200,1200,1200,1200,1200,1200,1200,1200,1400,1400,1400,1270,1200,1200,1190,1190,1190,1190,1190,1190,1190,1190,1197.5,1190,1190,1190,1200,1200
1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1410,1410,1410,1410,1410,1410,1410,1410,1410,1410,1410,1410,1410,1410,1410,1410,1200,1270,1200,1200,1200,1200,1270,1270,1200,1270,1231.5,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1190,1190,1190,1190,1190,1190,1190,1190,1190,1160,1160,1160,1170,1270,1270
1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1410,1410,1410,1410,1410,1410,1410,1410,1410,700,1410,1410,1410,1410,1410,1410,1200,1200,1200,1200,1200,1200,1200,1200,1200,1224.5,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1280,1490,1490,1490,1490,1470,1470,1470,1470,1470,1413,1470,1470,1470,1470,1470,1470,1280,1280,1270,1200
2040,2215,2048.75,2215,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2220,2040,2040,2040,1880,1880,1880,1850,1720,1811,1720,1720,1850,1752.5,1720,1720,1180,1180,1180,1200,1160,1100,1160,1160,1170,1160,1160,1160,1160,1160,1160,1160,1160,1160,1170,1100,1160,1160,1100,1160,1133,1160,1170,1170,1170,1200,1200,1200,1170,1200,1200,1163,1170,1400,1400,1400,1400,1400,1190,1190,1190,1190,1196,1280,1190,1190,1200,1270,1270,1200,1210
1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1850,1850,1843.5,1720,1720,1720,1850,1720,1850,1194,1180,1180,1200,1160,1160,1124.5,1100,1170,1160,1148,1100,1160,1160,1154,1160,1160,1160,1170,1131.5,1160,1160,1160,1160,1160,1160,1136,1160,1160,1160,1160,1160,1160,1160,1160,1170,1000,1000,1000,1170,1170,1170,1190,1190,1190,1190,1190,1160,1100,1160,1200,1200,1200,1200,1200,1208.5
1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1858,1880,1880,1880,1880,1880,1880,1880,1850,1850,1720,1850,1731,1720,1850,1850,1850,1280,1180,1180,1200,1160,1133,1160,1160,1163,1160,1157,1100,1160,1100,1167,1160,1124,1160,1170,1160,1160,1160,1160,1160,1160,1133,1160,1163,1160,1160,1160,1160,1160,1160,1160,1160,1160,1160,1160,1170,1170,1170,1170,1190,1190,1190,1190,1160,1160,1160,1170,1200,1200,1200,1200,1200,1216
1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1858,1880,1880,1880,1880,1880,1880,1880,1850,1733,1720,1736,1720,1720,1752.5,1850,1720,1180,1180,1183,1200,1170,1280,1280,1280,1280,1270,1270,1270,1270,1270,1270,1270,1270,1270,1270,1270,1270,1270,1170,1170,1170,1170,1170,1170,1170,1170,1170,1270,1260,1270,1270,1270,1200,1200,1190,1190,1190,1190,1190,1190,1190,1190,1200,1190,1249,1190,1200,1200,1228,1200,1200,1200,1200,1200
1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1280,1180,1180,1255,1160,1170,1170,1161.5,1170,1160,1160,1160,1160,1160,1160,1130,1160,1160,1170,1160,1160,1160,1160,1160,1160,1160,1157,1100,1170,1170,1200,1200,1200,1280,1210,1270,1200,1200,1190,1410,1410,1410,1410,1470,1470,1470,1690,1470,1470,1690,1280,1270,1280,1270,1270,1270,1335,1590,2170,2350,1280
1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1248,1180,1200,1210,1160,1170,1124.5,1170,1170,1160,1160,1160,1160,1112,1160,1160,1151,1160,1170,1160,1170,1160,1160,1160,1160,1160,1160,1160,1160,1160,1160,1160,1160,1160,1160,1160,1160,1160,1160,1170,1170,1170,1170,1190,1190,1190,1190,1160,1130,1160,1170,1200,1200,1205.5,1210,1270,1200,1270,1270,1280,1201.5,1210
1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1280,1180,1180,1272.5,1160.5,1103.5,1170,1170,1170,1170,1100,1160,1160,1160,1160,1160,1100,1160,1170,1160,1100,1160,1160,1160,1160,1160,1170,1170,1160,1151,1160,1160,1160,1142,1160,1160,1160,1160,1160,1170,1170,1170,1170,1470,1470,1477,1470,1190,1190,1190,1270,1270,1270,1270,1270,1270,1270,1270,1610,1610,1270,1725,1490
1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1180,1180,1180,1276,1160,1142,1170,1170,1170,1100,1128,1160,1160,1160,1161.5,1160,1160,1145,1170,1170,1151,1160,1160,1160,1160,1160,1100,1100,1160,1160,1100,1160,1160,1160,1160,1100,1160,1160,1160,1170,1170,1170,1170,1190,1190,1200,1190,1160,1160,1160,1170,1210,1210,1210,1210,1210,1210,1210,1080,1200,1200,1210,1210,1270
1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,2215,2215,2220,2220,2215,2215,2215,2220,2220,2220,1270,1249,1270,1270,1276.5,1280,1210,1200,1210,1203,1210,1210,1270,1270,1270,1270,1270,1270,1270,1270,1270,1270,1270,1270,1270,1270,1270,1270,1270,1270,1270,1400,1280,1400,1400,1400,1400,1400,1400,1400,1400,1400,1280,1190,1190,1190,1200,1160,1160,1160,1170,1210,1210,1210,1210,1210,1210,1210,1080,1080,1200,1210,1270,1210,1170
1880,1880,1880,1880,1858,1880,1880,1880,1880,1880,1880,2090,2090,2090,2090,2090,2140,2090,2090,2090,2090,1280,1230,1227,1230,1230,1230,1201.5,1215,1216.5,1230,1203,1224,1200,1200,1270,1270,1270,1270,1270,1270,1270,1270,1270,1610,1610,1610,1610,1610,1610,1610,1610,1610,1610,1610,1610,1610,1610,1610,1610,1870,1870,1870,1690,1690,1690,1690,1690,1690,1690,1690,1760,1610,1400,1270,1270,1270,1270,1400,1400,1230,1230,1230,1230,1200,1170,1170
1880,1880,1880,1858,1880,1880,1880,1880,1880,1880,2090,2090,2220,2090,2090,2090,2090,2090,2090,2090,1280,1222.5,1230,1230,1228.5,1240,1218,1200,1216.5,1230,1230,1230,1870,1870,1530,1530,1524,1530,1530,1557.5,1530,1530,1400,1400,1400,1400,1400,1400,1400,1410,1530,1530,1760,1740,1760,1760,1757,1760,1690,1690,1690,1690,1690,1690,1690,1690,1690,1230,1690,1690,1280,1280,1280,1280,1280,1280,1280,1252.5,1530,1400,1280,1400,1400,1530,1610,1280,1280
1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1279,1212,1230,1230,1209,1235,1280,1200,1230,1230,1272.5,1244,1200,1238.5,1170,1160,1160,1160,1135,1160,1160,1100,1100,1160,1160,1160,1160,1170,1100,1100,1160,1133,1106,1160,1160,1160,1160,1160,1160,1170,1170,1190,1190,1190,1190,1190,1190,1216.5,1190,1190,1230,1230,1230,1170,1170,1170,1170,1170,1000,1000,1200,1230,1230,1230,1200,1170,1230,1170
